Country Code,Station Code,Parameter,Label,Timestamp (UTC+07:00),Value,Unit,Observed or Estimated,Approval Level,Grade
VN,988205,Dissolved Oxygen,Measured,1988-07-14T17:00Z,2.05,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1988-11-14T17:00Z,5.994,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1989-04-14T17:00Z,2.21,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1989-05-14T17:00Z,3.13,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1989-06-14T17:00Z,3.16,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1989-07-14T17:00Z,3.52,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1989-08-14T17:00Z,3.59,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1989-09-14T17:00Z,2.345,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1989-10-14T17:00Z,4.23,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1989-11-14T17:00Z,4.67,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1989-12-14T17:00Z,4.67,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1990-02-14T17:00Z,3.64,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1990-03-14T17:00Z,4.8,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1990-04-14T17:00Z,4.15,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1990-05-14T17:00Z,3.28,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1990-07-14T17:00Z,2.31,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1990-08-14T17:00Z,5.056,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1990-09-14T17:00Z,4.87,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1990-10-14T17:00Z,3.597,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1990-11-14T17:00Z,4.8,mg/l,O,Raw - Not Yet Reviewed,Unverified data
VN,988205,Dissolved Oxygen,Measured,1990-12-14T17:00Z,5.203,mg/l,O,Raw - Not Yet Reviewed,Unverified data
